"Segment","Symbol","Net Qty","Prev. Close (₹)","Realized Profit/Loss  (₹)","Unrealized Profit/Loss  (₹)","Profit/Loss (₹)","Buy Qty","Buy Rate (₹)","Sell Qty","Sell Rate (₹)","Open Qty","Open Rate (₹)"
"NSE_FNO","NSE:BANKNIFTY22SEP38200PE","0","0","1121.25","0","1121.25","25","268.6","25","313.45","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP38500CE","0","0","-3296.25","0","-3296.25","125","66.48","125","40.11","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP38500PE","0","0","-1500","0","-1500","75","432.0167","75","412.0167","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP38700CE","0","0","-6957.5","0","-6957.5","200","144.3688","200","109.5812","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP38800CE","0","0","3036.25","0","3036.25","100","31.4","100","61.7625","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP38800PE","0","0","-4198.75","0","-4198.75","50","616.8","50","532.825","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP38900CE","0","0","2525","0","2525","100","21.575","100","46.825","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP39000PE","0","0","1942.5","0","1942.5","25","429","25","506.7","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP39500CE","0","0","-6620","0","-6620","75","372.8667","75","284.6","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP39500PE","0","0","-3022.5","0","-3022.5","25","379.5","25","258.6","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP39700CE","0","0","2580","0","2580","75","130.6","75","165","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP39700PE","0","0","-1782.5","0","-1782.5","25","230.25","25","158.95","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP40000CE","0","0","2175","0","2175","50","33.55","50","77.05","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP40100PE","0","0","-4893.75","0","-4893.75","25","406.45","25","210.7","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP40300PE","0","0","-1286.25","0","-1286.25","75","276.6","75","259.45","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP40500CE","0","0","1568.75","0","1568.75","125","160.33","125","172.88","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP40800PE","0","0","-3273.75","0","-3273.75","75","460.65","75","417","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP40900CE","0","0","7355","0","7355","375","288.83","375","308.4433","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP41000CE","0","0","25650","0","25650","275","68.2","275","161.4727","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP41000PE","0","0","-1256.25","0","-1256.25","25","474.3","25","424.05","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP41200CE","0","0","-5660","0","-5660","75","355.0667","75","279.6","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP41500CE","0","0","937.5","0","937.5","75","53.6","75","66.1","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP41800CE","0","0","-78.75","0","-78.75","75","11.65","75","10.6","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP42000CE","0","0","-8316.25","0","-8316.25","75","236.95","75","126.0667","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP42900CE","0","0","-418.75","0","-418.75","150","11.7667","150","8.975","0","0"
"NSE_FNO","NSE:BANKNIFTY22SEP46500CE","0","0","-56.25","0","-56.25","100","6.6125","100","6.05","0","0"
"NSE_FNO","NSE:BANKNIFTY2310540500PE","0","0","-85","0","-85","50","10.7","50","9","0","0"
"NSE_FNO","NSE:BANKNIFTY2310541500PE","0","0","1752.5","0","1752.5","50","58.1","50","93.15","0","0"
"NSE_FNO","NSE:BANKNIFTY2310541600PE","0","0","-653.75","0","-653.75","50","93.15","50","80.075","0","0"
"NSE_FNO","NSE:BANKNIFTY2310542000PE","0","0","-952.5","0","-952.5","50","65.5","50","46.45","0","0"
"NSE_FNO","NSE:BANKNIFTY2310542900PE","0","0","-560","0","-560","25","428.15","25","405.75","0","0"
"NSE_FNO","NSE:BANKNIFTY2310543200CE","0","0","-4525","0","-4525","25","364","25","183","0","0"
"NSE_FNO","NSE:BANKNIFTY2310543700CE","0","0","605","0","605","50","42.25","50","54.35","0","0"
"NSE_FNO","NSE:BANKNIFTY2310544100CE","0","0","1215","0","1215","25","13.5","25","62.1","0","0"
"NSE_FNO","NSE:BANKNIFTY2310544200CE","0","0","2062.5","0","2062.5","50","11.45","50","52.7","0","0"
"NSE_FNO","NSE:BANKNIFTY2310544300CE","0","0","942.5","0","942.5","50","28.2","50","47.05","0","0"
"NSE_FNO","NSE:BANKNIFTY2310546000CE","0","0","97.5","0","97.5","150","5.3833","150","6.0333","0","0"
"NSE_FNO","NSE:BANKNIFTY2311241600PE","0","0","1235","0","1235","50","31.15","50","55.85","0","0"
"NSE_FNO","NSE:BANKNIFTY2311242200PE","0","0","-1955","0","-1955","25","242.85","25","164.65","0","0"
"NSE_FNO","NSE:BANKNIFTY2311242700CE","0","0","-2216.25","0","-2216.25","25","350.95","25","262.3","0","0"
"NSE_FNO","NSE:BANKNIFTY2311242800CE","0","0","-3958.75","0","-3958.75","25","423.95","25","265.6","0","0"
"NSE_FNO","NSE:BANKNIFTY2311243300CE","0","0","-1892.5","0","-1892.5","25","420.75","25","345.05","0","0"
"NSE_FNO","NSE:BANKNIFTY2311243700CE","0","0","797.5","0","797.5","50","39.4","50","55.35","0","0"
"NSE_FNO","NSE:BANKNIFTY2311243800CE","0","0","1165","0","1165","50","57.2","50","80.5","0","0"
"NSE_FNO","NSE:BANKNIFTY2311244500CE","0","0","962.5","0","962.5","50","43.55","50","62.8","0","0"
"NSE_FNO","NSE:BANKNIFTY2311941000PE","0","0","-1505","0","-1505","50","98.45","50","68.35","0","0"
"NSE_FNO","NSE:BANKNIFTY2311941800PE","0","0","-2355","0","-2355","50","136.3","50","89.2","0","0"
"NSE_FNO","NSE:BANKNIFTY2311941900PE","0","0","801.25","0","801.25","50","13.525","50","29.55","0","0"
"NSE_FNO","NSE:BANKNIFTY2311942000CE","0","0","215","0","215","50","375.15","50","379.45","0","0"
"NSE_FNO","NSE:BANKNIFTY2311942300CE","0","0","-4033.75","0","-4033.75","25","439.5","25","278.15","0","0"
"NSE_FNO","NSE:BANKNIFTY2311942400PE","0","0","8760","0","8760","25","404.05","25","754.45","0","0"
"NSE_FNO","NSE:BANKNIFTY2311942500PE","0","0","-1543.75","0","-1543.75","50","212.775","50","181.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2311942900CE","0","0","147.5","0","147.5","50","65.1","50","68.05","0","0"
"NSE_FNO","NSE:BANKNIFTY2311943000CE","0","0","1032.5","0","1032.5","50","53.2","50","73.85","0","0"
"NSE_FNO","NSE:BANKNIFTY2311943300CE","0","0","856.25","0","856.25","100","40.1","100","48.6625","0","0"
"NSE_FNO","NSE:BANKNIFTY2311943400CE","0","0","2533.75","0","2533.75","100","45.7","100","71.0375","0","0"
"NSE_FNO","NSE:BANKNIFTY2311943500CE","0","0","425","0","425","50","56.4","50","64.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2311946000CE","0","0","50","0","50","150","4.0667","150","4.4","0","0"
"NSE_FNO","NSE:BANKNIFTY2320240000CE","0","0","-2175","0","-2175","50","488.65","50","445.15","0","0"
"NSE_FNO","NSE:BANKNIFTY2320241000CE","0","0","-1525","0","-1525","25","557.25","25","496.25","0","0"
"NSE_FNO","NSE:BANKNIFTY2320938000PE","0","0","1492.5","0","1492.5","50","93.05","50","122.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2320938500PE","0","0","-255","0","-255","100","3.7","100","1.15","0","0"
"NSE_FNO","NSE:BANKNIFTY2320940000PE","0","0","-2640","0","-2640","25","516.25","25","410.65","0","0"
"NSE_FNO","NSE:BANKNIFTY2320940500CE","0","0","11931.25","0","11931.25","50","637.375","50","876","0","0"
"NSE_FNO","NSE:BANKNIFTY2320940500PE","0","0","483.75","0","483.75","100","53.1625","100","58","0","0"
"NSE_FNO","NSE:BANKNIFTY2320940700PE","0","0","1855","0","1855","100","21.2","100","39.75","0","0"
"NSE_FNO","NSE:BANKNIFTY2320941000CE","0","0","13087.5","0","13087.5","75","402.1833","75","576.6833","0","0"
"NSE_FNO","NSE:BANKNIFTY2320941400CE","0","0","-685","0","-685","200","289.4875","200","286.0625","0","0"
"NSE_FNO","NSE:BANKNIFTY2320941400PE","0","0","-1335","0","-1335","75","246.4833","75","228.6833","0","0"
"NSE_FNO","NSE:BANKNIFTY2320941500CE","0","0","-2336.25","0","-2336.25","25","373.85","25","280.4","0","0"
"NSE_FNO","NSE:BANKNIFTY2320941500PE","0","0","-4115","0","-4115","75","278.9167","75","224.05","0","0"
"NSE_FNO","NSE:BANKNIFTY2320941800CE","0","0","-3730","0","-3730","50","196.45","50","121.85","0","0"
"NSE_FNO","NSE:BANKNIFTY2320942000CE","0","0","-3985","0","-3985","100","116.75","100","76.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2320942000PE","0","0","-2225","0","-2225","50","751","50","706.5","0","0"
"NSE_FNO","NSE:BANKNIFTY2320942100CE","0","0","-476.25","0","-476.25","50","69.275","50","59.75","0","0"
"NSE_FNO","NSE:BANKNIFTY2320942200CE","0","0","2065","0","2065","200","29.025","200","39.35","0","0"
"NSE_FNO","NSE:BANKNIFTY2320942300CE","0","0","1722.5","0","1722.5","50","49.65","50","84.1","0","0"
"NSE_FNO","NSE:BANKNIFTY2320943700CE","0","0","-556.25","0","-556.25","200","5.4813","200","2.7","0","0"
"NSE_FNO","NSE:BANKNIFTY2321638500PE","0","0","-568.75","0","-568.75","300","4.9292","300","3.0333","0","0"
"NSE_FNO","NSE:BANKNIFTY2321640000PE","0","0","1437.5","0","1437.5","50","34.75","50","63.5","0","0"
"NSE_FNO","NSE:BANKNIFTY2321640400PE","0","0","-157.5","0","-157.5","25","41.2","25","34.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2321640500PE","0","0","2985","0","2985","100","20.65","100","50.5","0","0"
"NSE_FNO","NSE:BANKNIFTY2321641000PE","0","0","460","0","460","50","105.9","50","115.1","0","0"
"NSE_FNO","NSE:BANKNIFTY2321641400PE","0","0","-7427.5","0","-7427.5","75","332.0333","75","233","0","0"
"NSE_FNO","NSE:BANKNIFTY2321641600CE","0","0","-2335","0","-2335","50","179.3","50","132.6","0","0"
"NSE_FNO","NSE:BANKNIFTY2321642100CE","0","0","1155","0","1155","100","18.35","100","29.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2321642200CE","0","0","1557.5","0","1557.5","50","77.55","50","108.7","0","0"
"NSE_FNO","NSE:BANKNIFTY2321644500CE","0","0","-10","0","-10","100","3.9","100","3.8","0","0"
"NSE_FNO","NSE:BANKNIFTY2330237500PE","0","0","-152.5","0","-152.5","50","5.9","50","2.85","0","0"
"NSE_FNO","NSE:BANKNIFTY2330238500PE","0","0","312.5","0","312.5","50","15.75","50","22","0","0"
"NSE_FNO","NSE:BANKNIFTY2330239000CE","0","0","-5912.5","0","-5912.5","25","1277.4","25","1040.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2330239400PE","0","0","2270","0","2270","50","11.8","50","57.2","0","0"
"NSE_FNO","NSE:BANKNIFTY2330239900CE","0","0","3770","0","3770","25","355.5","25","506.3","0","0"
"NSE_FNO","NSE:BANKNIFTY2330240000CE","0","0","-5316.25","0","-5316.25","50","495.3","50","388.975","0","0"
"NSE_FNO","NSE:BANKNIFTY2330240300PE","0","0","-4802.5","0","-4802.5","25","234.6","25","42.5","0","0"
"NSE_FNO","NSE:BANKNIFTY2330240700PE","0","0","6316.25","0","6316.25","25","210.7","25","463.35","0","0"
"NSE_FNO","NSE:BANKNIFTY2330241000CE","0","0","2117.5","0","2117.5","75","24.2667","75","52.5","0","0"
"NSE_FNO","NSE:BANKNIFTY2330241100CE","0","0","2812.5","0","2812.5","100","56.3","100","84.425","0","0"
"NSE_FNO","NSE:BANKNIFTY2330243000CE","0","0","-191.25","0","-191.25","75","4.45","75","1.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2330939300PE","0","0","511.25","0","511.25","50","41.975","50","52.2","0","0"
"NSE_FNO","NSE:BANKNIFTY2330939500PE","0","0","1131.25","0","1131.25","50","27.4","50","50.025","0","0"
"NSE_FNO","NSE:BANKNIFTY2330940000CE","0","0","-6037.5","0","-6037.5","100","817.3","100","756.925","0","0"
"NSE_FNO","NSE:BANKNIFTY2330940600CE","0","0","-712.5","0","-712.5","50","345","50","330.75","0","0"
"NSE_FNO","NSE:BANKNIFTY2330940700CE","0","0","2106.25","0","2106.25","50","307.425","50","349.55","0","0"
"NSE_FNO","NSE:BANKNIFTY2330940800PE","0","0","-10575","0","-10575","50","254.25","50","42.75","0","0"
"NSE_FNO","NSE:BANKNIFTY2330941400PE","0","0","140","0","140","25","206.3","25","211.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2330941500CE","0","0","-8395","0","-8395","50","209.8","50","41.9","0","0"
"NSE_FNO","NSE:BANKNIFTY2330941500PE","0","0","26807.5","0","26807.5","50","193.6","50","729.75","0","0"
"NSE_FNO","NSE:BANKNIFTY2330942000PE","0","0","-2213.75","0","-2213.75","25","705.15","25","616.6","0","0"
"NSE_FNO","NSE:BANKNIFTY2330942200CE","0","0","630","0","630","50","6","50","18.6","0","0"
"NSE_FNO","NSE:BANKNIFTY2330944000CE","0","0","10","0","10","150","2.9667","150","3.0333","0","0"
"NSE_FNO","NSE:BANKNIFTY2331638000PE","0","0","650","0","650","100","13.55","100","20.05","0","0"
"NSE_FNO","NSE:BANKNIFTY2331638500PE","0","0","1478.75","0","1478.75","50","13.75","50","43.325","0","0"
"NSE_FNO","NSE:BANKNIFTY2331639000CE","0","0","2398.75","0","2398.75","25","62.85","25","158.8","0","0"
"NSE_FNO","NSE:BANKNIFTY2331639000PE","0","0","-3711.25","0","-3711.25","25","349","25","200.55","0","0"
"NSE_FNO","NSE:BANKNIFTY2331639400PE","0","0","-57053.75","0","-57053.75","175","403.7929","175","77.7714","0","0"
"NSE_FNO","NSE:BANKNIFTY2331639500CE","0","0","-3698.75","0","-3698.75","75","478.6667","75","429.35","0","0"
"NSE_FNO","NSE:BANKNIFTY2331639500PE","0","0","58178.75","0","58178.75","125","120.71","125","586.14","0","0"
"NSE_FNO","NSE:BANKNIFTY2331639800CE","0","0","1007.5","0","1007.5","75","271.25","75","284.6833","0","0"
"NSE_FNO","NSE:BANKNIFTY2331640000CE","0","0","26925","0","26925","50","200.2","50","738.7","0","0"
"NSE_FNO","NSE:BANKNIFTY2331640700CE","0","0","-10472.5","0","-10472.5","50","261.65","50","52.2","0","0"
"NSE_FNO","NSE:BANKNIFTY2331641300PE","0","0","20915","0","20915","50","339.7","50","758","0","0"
"NSE_FNO","NSE:BANKNIFTY2331642000PE","0","0","-29633.75","0","-29633.75","50","1340","50","747.325","0","0"
"NSE_FNO","NSE:BANKNIFTY2331642100CE","0","0","2262.5","0","2262.5","50","20.6","50","65.85","0","0"
"NSE_FNO","NSE:BANKNIFTY2331642200CE","0","0","2547.5","0","2547.5","50","17.45","50","68.4","0","0"
"NSE_FNO","NSE:BANKNIFTY2331644000CE","0","0","-55","0","-55","100","5.15","100","4.6","0","0"
"NSE_FNO","NSE:BANKNIFTY2332338000PE","0","0","1222.5","0","1222.5","50","44.1","50","68.55","0","0"
"NSE_FNO","NSE:BANKNIFTY2332338500PE","0","0","-5002.5","0","-5002.5","50","173.85","50","73.8","0","0"
"NSE_FNO","NSE:BANKNIFTY2332339000CE","0","0","-457.5","0","-457.5","50","753.65","50","744.5","0","0"
"NSE_FNO","NSE:BANKNIFTY2332339600CE","0","0","-1402.5","0","-1402.5","50","386.45","50","358.4","0","0"
"NSE_FNO","NSE:BANKNIFTY2332340500CE","0","0","2920","0","2920","50","23.95","50","82.35","0","0"
"NSE_FNO","NSE:BANKNIFTY2332342500CE","0","0","-32.5","0","-32.5","50","5.25","50","4.6","0","0"
"NSE_FNO","NSE:BANKNIFTY2340640000CE","0","327.85","-6560","0","-6560","50","416.8","50","285.6","0","0"
"NSE_FNO","NSE:BANKNIFTY2340640600CE","0","99","-450","0","-450","25","158","25","140","0","0"
"NSE_FNO","NSE:BANKNIFTY2340640700CE","0","78.3","-480","0","-480","25","171.95","25","152.75","0","0"
"NSE_FNO","NSE:BANKNIFTY2340641000CE","0","39.7","4912.5","0","4912.5","100","60.15","100","109.275","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEB40000CE","0","0","-2841.25","0","-2841.25","25","1444.75","25","1331.1","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEB40000PE","0","0","2652.5","0","2652.5","25","468.2","25","574.3","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEB40100PE","0","0","-803.75","0","-803.75","100","44.75","100","36.7125","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEB40200CE","0","0","-2573.75","0","-2573.75","50","174","50","122.525","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEB40900CE","0","0","410","0","410","100","21","100","25.1","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEB40900PE","0","0","4002.5","0","4002.5","50","242.45","50","322.5","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEB42000CE","0","0","-8.75","0","-8.75","25","9.2","25","8.85","0","0"
"NSE_FNO","NSE:BANKNIFTY23FEBFUT","0","0","-9106.25","0","-9106.25","200","40934.0437","200","40888.5125","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN39000PE","0","0","10","0","10","50","2.2","50","2.4","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN41100PE","0","0","2371.25","0","2371.25","50","75.725","50","123.15","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN41500CE","0","0","-3456.25","0","-3456.25","25","352.45","25","214.2","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN41700CE","0","0","-8497.5","0","-8497.5","50","942.4","50","772.45","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN42000CE","0","0","2896.25","0","2896.25","25","38.7","25","154.55","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN42000PE","0","0","-1683.75","0","-1683.75","25","168.5","25","101.15","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN42200PE","0","0","417.5","0","417.5","50","30.05","50","38.4","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN42400PE","0","0","-335","0","-335","50","38.4","50","31.7","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN42500CE","0","0","4256.25","0","4256.25","50","328.625","50","413.75","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN42900PE","0","0","1365","0","1365","50","188.8","50","216.1","0","0"
"NSE_FNO","NSE:BANKNIFTY23JAN44500CE","0","0","-17.5","0","-17.5","50","3.1","50","2.75","0","0"
"NSE_FNO","NSE:BANKNIFTY23MAR39400CE","0","0","-1723.75","0","-1723.75","25","358.8","25","289.85","0","0"
"NSE_FNO","NSE:BANKNIFTY23MAR39400PE","0","0","1938.75","0","1938.75","25","184.55","25","262.1","0","0"
"NSE_FNO","NSE:HEROMOTOCO23FEBFUT","0","0","6015","0","6015","300","2516.95","300","2537","0","0"
"NSE_FNO","NSE:HINDUNILVR23FEBFUT","0","0","3345","0","3345","300","2546","300","2557.15","0","0"
"NSE_FNO","NSE:MPHASIS23FEBFUT","0","0","-2722.5","0","-2722.5","275","2248.1","275","2238.2","0","0"
"NSE_FNO","NSE:NIFTY2290817800PE","0","0","-200","0","-200","50","62.25","50","58.25","0","0"
"NSE_FNO","NSE:NIFTY2291516200PE","0","0","-292.5","0","-292.5","200","4.35","200","2.8875","0","0"
"NSE_FNO","NSE:NIFTY2291517000PE","0","0","2965","0","2965","150","14","150","33.7667","0","0"
"NSE_FNO","NSE:NIFTY2291518100CE","0","0","-1747.5","0","-1747.5","150","45.25","150","33.6","0","0"
"NSE_FNO","NSE:NIFTY2291519000CE","0","0","-120","0","-120","200","2.4","200","1.8","0","0"
"NSE_FNO","NSE:NIFTY22D0117900PE","0","0","680","0","680","100","9.65","100","16.45","0","0"
"NSE_FNO","NSE:NIFTY22D0118300CE","0","0","21595","0","21595","100","161.5","100","377.45","0","0"
"NSE_FNO","NSE:NIFTY22D0118300PE","0","0","-1675","0","-1675","50","110.05","50","76.55","0","0"
"NSE_FNO","NSE:NIFTY22D0118600CE","0","0","-16030","0","-16030","200","110","200","29.85","0","0"
"NSE_FNO","NSE:NIFTY22D0818300PE","0","0","520","0","520","100","3.45","100","8.65","0","0"
"NSE_FNO","NSE:NIFTY22D0818350PE","0","0","935","0","935","100","4.35","100","13.7","0","0"
"NSE_FNO","NSE:NIFTY22D0818400PE","0","0","255","0","255","100","9.75","100","12.3","0","0"
"NSE_FNO","NSE:NIFTY22D0818600PE","0","0","-2252.5","0","-2252.5","50","81.35","50","36.3","0","0"
"NSE_FNO","NSE:NIFTY22D0818650CE","0","0","-1310","0","-1310","50","103.9","50","77.7","0","0"
"NSE_FNO","NSE:NIFTY22D0818700PE","0","0","-952.5","0","-952.5","50","86.5","50","67.45","0","0"
"NSE_FNO","NSE:NIFTY22D0818900CE","0","0","595","0","595","100","15.85","100","21.8","0","0"
"NSE_FNO","NSE:NIFTY22D1518300PE","0","0","210","0","210","200","10.25","200","11.3","0","0"
"NSE_FNO","NSE:NIFTY22D1518600PE","0","0","-1165","0","-1165","100","78.15","100","66.5","0","0"
"NSE_FNO","NSE:NIFTY22D1520000CE","0","0","-100","0","-100","200","0.5","200","0","0","0"
"NSE_FNO","NSE:NIFTY22DEC16700PE","0","0","-95","0","-95","100","5","100","4.05","0","0"
"NSE_FNO","NSE:NIFTY22DEC17600PE","0","0","-1110","0","-1110","100","33.55","100","22.45","0","0"
"NSE_FNO","NSE:NIFTY22DEC18000CE","0","0","-1112.5","0","-1112.5","50","107.5","50","85.25","0","0"
"NSE_FNO","NSE:NIFTY22DEC18300PE","0","0","20","0","20","50","202.9","50","203.3","0","0"
"NSE_FNO","NSE:NIFTY22DEC18350CE","0","0","325","0","325","100","13.45","100","16.7","0","0"
"NSE_FNO","NSE:NIFTY22DEC18400CE","0","0","655","0","655","50","316.65","50","329.75","0","0"
"NSE_FNO","NSE:NIFTY22DEC18700CE","0","0","1735","0","1735","100","5.85","100","23.2","0","0"
"NSE_FNO","NSE:NIFTY22DEC18800CE","0","0","-832.5","0","-832.5","100","132.7","100","124.375","0","0"
"NSE_FNO","NSE:NIFTY22DEC19600CE","0","0","-152.5","0","-152.5","100","3.425","100","1.9","0","0"
"NSE_FNO","NSE:NIFTY22DECFUT","0","0","-57.5","0","-57.5","50","18493.25","50","18492.1","0","0"
"NSE_FNO","NSE:NIFTY22N1017500PE","0","0","1030","0","1030","200","23.45","200","28.6","0","0"
"NSE_FNO","NSE:NIFTY22N1018000PE","0","0","-2312.5","0","-2312.5","100","139.675","100","116.55","0","0"
"NSE_FNO","NSE:NIFTY22NOV17500CE","0","0","935","0","935","50","706.9","50","725.6","0","0"
"NSE_FNO","NSE:NIFTY22NOV17500PE","0","0","-247.5","0","-247.5","50","88.25","50","83.3","0","0"
"NSE_FNO","NSE:NIFTY22NOV18200CE","0","0","2267.5","0","2267.5","50","72.7","50","118.05","0","0"
"NSE_FNO","NSE:NIFTY22NOV18300CE","0","0","-320","0","-320","50","51.45","50","45.05","0","0"
"NSE_FNO","NSE:NIFTY22NOV18400CE","0","0","225","0","225","100","11.4","100","13.65","0","0"
"NSE_FNO","NSE:NIFTY22NOV18450CE","0","0","215","0","215","100","5.4","100","7.55","0","0"
"NSE_FNO","NSE:NIFTY22NOV18500CE","0","0","-457.5","0","-457.5","50","117.6","50","108.45","0","0"
"NSE_FNO","NSE:NIFTY22NOV19500CE","0","0","-10","0","-10","100","0.7","100","0.6","0","0"
"NSE_FNO","NSE:NIFTY22O1317050PE","0","0","-427.5","0","-427.5","50","81.6","50","73.05","0","0"
"NSE_FNO","NSE:NIFTY22O1317100PE","0","0","-335","0","-335","50","112.45","50","105.75","0","0"
"NSE_FNO","NSE:NIFTY22O1317200PE","0","0","-787.5","0","-787.5","50","139.8","50","124.05","0","0"
"NSE_FNO","NSE:NIFTY22O2015800PE","0","0","-90","0","-90","200","1.75","200","1.3","0","0"
"NSE_FNO","NSE:NIFTY22O2016700PE","0","0","1045","0","1045","150","9.2333","150","16.2","0","0"
"NSE_FNO","NSE:NIFTY22O2017000PE","0","0","475","0","475","350","43.2714","350","44.6286","0","0"
"NSE_FNO","NSE:NIFTY22O2017100CE","0","0","1425","0","1425","50","199.3","50","227.8","0","0"
"NSE_FNO","NSE:NIFTY22O2017200CE","0","0","8712.5","0","8712.5","50","136.2","50","310.45","0","0"
"NSE_FNO","NSE:NIFTY22O2017300CE","0","0","665","0","665","50","146.4","50","159.7","0","0"
"NSE_FNO","NSE:NIFTY22O2017500CE","0","0","-17425","0","-17425","400","79.1937","400","35.6313","0","0"
"NSE_FNO","NSE:NIFTY22O2017550CE","0","0","1205","0","1205","350","27.9357","350","31.3786","0","0"
"NSE_FNO","NSE:NIFTY22O2017650CE","0","0","-465","0","-465","100","15","100","10.35","0","0"
"NSE_FNO","NSE:NIFTY22O2018700CE","0","0","-65","0","-65","400","1.0375","400","0.875","0","0"
"NSE_FNO","NSE:NIFTY22OCT16300PE","0","0","-1350","0","-1350","150","24.4","150","15.4","0","0"
"NSE_FNO","NSE:NIFTY22OCT16700PE","0","0","-3127.5","0","-3127.5","150","47.9","150","27.05","0","0"
"NSE_FNO","NSE:NIFTY22OCT16800PE","0","0","1420","0","1420","100","83.15","100","97.35","0","0"
"NSE_FNO","NSE:NIFTY22OCT17700CE","0","0","-3150","0","-3150","100","65.15","100","33.65","0","0"
"NSE_FNO","NSE:NIFTY22OCT17800CE","0","0","4777.5","0","4777.5","150","21.85","150","53.7","0","0"
"NSE_FNO","NSE:NIFTY22SEP17000PE","0","0","190","0","190","150","26.5","150","27.7667","0","0"
"NSE_FNO","NSE:NIFTY22SEP17800PE","0","0","-367.5","0","-367.5","50","217.6","50","210.25","0","0"
"NSE_FNO","NSE:NIFTY2311918500CE","0","0","-45","0","-45","100","28.25","100","27.8","0","0"
"NSE_FNO","NSE:NIFTY2320217700CE","0","0","-1445","0","-1445","50","210","50","181.1","0","0"
"NSE_FNO","NSE:NIFTY2321617300PE","0","0","3540","0","3540","150","3.5","150","27.1","0","0"
"NSE_FNO","NSE:NIFTY2321618150CE","0","0","2670","0","2670","150","5.3","150","23.1","0","0"
"NSE_FNO","NSE:NIFTY2330916000PE","0","0","-10","0","-10","100","2.05","100","1.95","0","0"
"NSE_FNO","NSE:NIFTY2330917200PE","0","0","-15","0","-15","200","29.875","200","29.8","0","0"
"NSE_FNO","NSE:NIFTY2330919000CE","0","0","-15","0","-15","100","1.55","100","1.4","0","0"
"NSE_FNO","NSE:NIFTY2340615500PE","200","1.85","0","-270","-270","200","3.2","0","0","200","640"
"NSE_FNO","NSE:NIFTY2340616500PE","-200","8.6","0","4130","4130","0","0","200","29.25","-200","-5850"
"NSE_FNO","NSE:NIFTY2340617200CE","0","74.6","-1170","0","-1170","100","95.775","100","84.075","0","0"
"NSE_FNO","NSE:NIFTY2340617400CE","-200","18.05","0","2190","2190","0","0","200","29","-200","-5800"
"NSE_FNO","NSE:NIFTY2340617500CE","0","8.05","780","0","780","200","18.6","200","22.5","0","0"
"NSE_FNO","NSE:NIFTY2340618100CE","200","1.55","0","-240","-240","200","2.75","0","0","200","550"
"NSE_FNO","NSE:NIFTY23FEB17100PE","0","0","-3380","0","-3380","250","33.55","250","20.03","0","0"
"NSE_FNO","NSE:NIFTY23FEB17800PE","0","0","-12000","0","-12000","200","171.2","200","111.2","0","0"
